,Unnamed: 0,Area,Year,Item,Unit,Value,emissionperKGProduct,productionKG,totalCO2
31839,31839,Afghanistan,2015,Chicken,tonnes,24559.0,6.1,24559000.0,149809900.0
31899,31899,Albania,2015,Chicken,tonnes,12905.0,6.1,12905000.0,78720500.0
31959,31959,Algeria,2015,Chicken,tonnes,258696.0,6.1,258696000.0,1578045600.0
32019,32019,Angola,2015,Chicken,tonnes,39529.0,6.1,39529000.0,241126900.0
32079,32079,Antigua and Barbuda,2015,Chicken,tonnes,39.0,6.1,39000.0,237900.0
32139,32139,Argentina,2015,Chicken,tonnes,2093000.0,6.1,2093000000.0,12767300000.0
32168,32168,Armenia,2015,Chicken,tonnes,9500.0,6.1,9500000.0,57950000.0
32228,32228,Australia,2015,Chicken,tonnes,1115543.0,6.1,1115543000.0,6804812300.0
32288,32288,Austria,2015,Chicken,tonnes,116600.0,6.1,116600000.0,711260000.0
32317,32317,Azerbaijan,2015,Chicken,tonnes,97211.0,6.1,97211000.0,592987100.0
32377,32377,Bahamas,2015,Chicken,tonnes,6550.0,6.1,6550000.0,39955000.0
32437,32437,Bahrain,2015,Chicken,tonnes,19095.0,6.1,19095000.0,116479500.0
32497,32497,Bangladesh,2015,Chicken,tonnes,185500.0,6.1,185500000.0,1131550000.0
32557,32557,Barbados,2015,Chicken,tonnes,16134.0,6.1,16134000.0,98417400.0
32586,32586,Belarus,2015,Chicken,tonnes,442000.0,6.1,442000000.0,2696200000.0
32607,32607,Belgium,2015,Chicken,tonnes,444954.0,6.1,444954000.0,2714219400.0
32706,32706,Belize,2015,Chicken,tonnes,18495.0,6.1,18495000.0,112819500.0
32766,32766,Benin,2015,Chicken,tonnes,13245.0,6.1,13245000.0,80794500.0
32826,32826,Bhutan,2015,Chicken,tonnes,1063.0,6.1,1063000.0,6484300.0
32886,32886,Bolivia (Plurinational State of),2015,Chicken,tonnes,504214.0,6.1,504214000.0,3075705400.0
32915,32915,Bosnia and Herzegovina,2015,Chicken,tonnes,48704.0,6.1,48704000.0,297094400.0
32975,32975,Botswana,2015,Chicken,tonnes,3200.0,6.1,3200000.0,19520000.0
33035,33035,Brazil,2015,Chicken,tonnes,13149202.0,6.1,13149202000.0,80210132200.0
33095,33095,Brunei Darussalam,2015,Chicken,tonnes,23491.0,6.1,23491000.0,143295100.0
33155,33155,Bulgaria,2015,Chicken,tonnes,85032.0,6.1,85032000.0,518695200.0
33215,33215,Burkina Faso,2015,Chicken,tonnes,51483.0,6.1,51483000.0,314046300.0
33275,33275,Burundi,2015,Chicken,tonnes,6390.0,6.1,6390000.0,38979000.0
33335,33335,Cabo Verde,2015,Chicken,tonnes,980.0,6.1,980000.0,5978000.0
33395,33395,Cambodia,2015,Chicken,tonnes,16794.0,6.1,16794000.0,102443400.0
33455,33455,Cameroon,2015,Chicken,tonnes,77492.0,6.1,77492000.0,472701200.0
33515,33515,Canada,2015,Chicken,tonnes,1137070.0,6.1,1137070000.0,6936127000.0
33575,33575,Central African Republic,2015,Chicken,tonnes,5919.0,6.1,5919000.0,36105900.0
33635,33635,Chad,2015,Chicken,tonnes,6121.0,6.1,6121000.0,37338100.0
33695,33695,Chile,2015,Chicken,tonnes,607182.0,6.1,607182000.0,3703810200.0
33755,33755,China,2015,Chicken,tonnes,12636845.0,6.1,12636845000.0,77084754500.0
33815,33815,"China, Hong Kong SAR",2015,Chicken,tonnes,25348.0,6.1,25348000.0,154622800.0
33875,33875,"China, Macao SAR",2015,Chicken,tonnes,3424.0,6.1,3424000.0,20886400.0
33935,33935,"China, mainland",2015,Chicken,tonnes,12075000.0,6.1,12075000000.0,73657500000.0
33995,33995,"China, Taiwan Province of",2015,Chicken,tonnes,533073.0,6.1,533073000.0,3251745300.0
34055,34055,Colombia,2015,Chicken,tonnes,1424388.0,6.1,1424388000.0,8688766800.0
34115,34115,Comoros,2015,Chicken,tonnes,563.0,6.1,563000.0,3434300.0
34175,34175,Congo,2015,Chicken,tonnes,6495.0,6.1,6495000.0,39619500.0
34235,34235,Cook Islands,2015,Chicken,tonnes,19.0,6.1,19000.0,115900.0
34295,34295,Costa Rica,2015,Chicken,tonnes,124567.0,6.1,124567000.0,759858700.0
34355,34355,Côte d'Ivoire,2015,Chicken,tonnes,42951.0,6.1,42951000.0,262001100.0
34384,34384,Croatia,2015,Chicken,tonnes,52300.0,6.1,52300000.0,319030000.0
34444,34444,Cuba,2015,Chicken,tonnes,33462.0,6.1,33462000.0,204118200.0
34504,34504,Cyprus,2015,Chicken,tonnes,23734.0,6.1,23734000.0,144777400.0
34532,34532,Czechia,2015,Chicken,tonnes,146703.0,6.1,146703000.0,894888300.0
34624,34624,Democratic People's Republic of Korea,2015,Chicken,tonnes,29804.0,6.1,29804000.0,181804400.0
34684,34684,Democratic Republic of the Congo,2015,Chicken,tonnes,11132.0,6.1,11132000.0,67905200.0
34744,34744,Denmark,2015,Chicken,tonnes,145139.0,6.1,145139000.0,885347900.0
34804,34804,Dominica,2015,Chicken,tonnes,362.0,6.1,362000.0,2208200.0
34864,34864,Dominican Republic,2015,Chicken,tonnes,316385.0,6.1,316385000.0,1929948500.0
34924,34924,Ecuador,2015,Chicken,tonnes,338000.0,6.1,338000000.0,2061800000.0
34984,34984,Egypt,2015,Chicken,tonnes,1027603.0,6.1,1027603000.0,6268378300.0
35044,35044,El Salvador,2015,Chicken,tonnes,127273.0,6.1,127273000.0,776365300.0
35104,35104,Equatorial Guinea,2015,Chicken,tonnes,248.0,6.1,248000.0,1512800.0
35132,35132,Eritrea,2015,Chicken,tonnes,1509.0,6.1,1509000.0,9204900.0
35161,35161,Estonia,2015,Chicken,tonnes,19730.0,6.1,19730000.0,120353000.0
35221,35221,Eswatini,2015,Chicken,tonnes,6285.0,6.1,6285000.0,38338500.0
35249,35249,Ethiopia,2015,Chicken,tonnes,73272.0,6.1,73272000.0,446959200.0
35341,35341,Fiji,2015,Chicken,tonnes,23400.0,6.1,23400000.0,142740000.0
35401,35401,Finland,2015,Chicken,tonnes,109848.0,6.1,109848000.0,670072800.0
35461,35461,France,2015,Chicken,tonnes,1160040.0,6.1,1160040000.0,7076244000.0
35567,35567,French Polynesia,2015,Chicken,tonnes,607.0,6.1,607000.0,3702700.0
35627,35627,Gabon,2015,Chicken,tonnes,3943.0,6.1,3943000.0,24052300.0
35687,35687,Gambia,2015,Chicken,tonnes,1596.0,6.1,1596000.0,9735600.0
35716,35716,Georgia,2015,Chicken,tonnes,18400.0,6.1,18400000.0,112240000.0
35776,35776,Germany,2015,Chicken,tonnes,1027400.0,6.1,1027400000.0,6267140000.0
35836,35836,Ghana,2015,Chicken,tonnes,57276.0,6.1,57276000.0,349383600.0
35896,35896,Greece,2015,Chicken,tonnes,251893.0,6.1,251893000.0,1536547300.0
35956,35956,Grenada,2015,Chicken,tonnes,561.0,6.1,561000.0,3422100.0
36062,36062,Guatemala,2015,Chicken,tonnes,229155.0,6.1,229155000.0,1397845500.0
36122,36122,Guinea,2015,Chicken,tonnes,11103.0,6.1,11103000.0,67728300.0
36182,36182,Guinea-Bissau,2015,Chicken,tonnes,2715.0,6.1,2715000.0,16561499.999999998
36242,36242,Guyana,2015,Chicken,tonnes,30678.0,6.1,30678000.0,187135800.0
36302,36302,Haiti,2015,Chicken,tonnes,8458.0,6.1,8458000.0,51593800.0
36362,36362,Honduras,2015,Chicken,tonnes,174958.0,6.1,174958000.0,1067243800.0
36422,36422,Hungary,2015,Chicken,tonnes,313252.0,6.1,313252000.0,1910837200.0
36482,36482,Iceland,2015,Chicken,tonnes,8328.0,6.1,8328000.0,50800800.0
36542,36542,India,2015,Chicken,tonnes,3263810.0,6.1,3263810000.0,19909241000.0
36602,36602,Indonesia,2015,Chicken,tonnes,2030884.0,6.1,2030884000.0,12388392400.0
36662,36662,Iran (Islamic Republic of),2015,Chicken,tonnes,2061239.0,6.1,2061239000.0,12573557900.0
36722,36722,Iraq,2015,Chicken,tonnes,86000.0,6.1,86000000.0,524600000.0
36782,36782,Ireland,2015,Chicken,tonnes,88776.0,6.1,88776000.0,541533600.0
36842,36842,Israel,2015,Chicken,tonnes,497687.0,6.1,497687000.0,3035890700.0
36902,36902,Italy,2015,Chicken,tonnes,969179.0,6.1,969179000.0,5911991900.0
36962,36962,Jamaica,2015,Chicken,tonnes,112855.0,6.1,112855000.0,688415500.0
37022,37022,Japan,2015,Chicken,tonnes,2131974.0,6.1,2131974000.0,13005041400.0
37082,37082,Jordan,2015,Chicken,tonnes,181831.0,6.1,181831000.0,1109169100.0
37111,37111,Kazakhstan,2015,Chicken,tonnes,136924.0,6.1,136924000.0,835236400.0
37171,37171,Kenya,2015,Chicken,tonnes,42484.0,6.1,42484000.0,259152400.0
37231,37231,Kiribati,2015,Chicken,tonnes,847.0,6.1,847000.0,5166700.0
37291,37291,Kuwait,2015,Chicken,tonnes,53293.0,6.1,53293000.0,325087300.0
37320,37320,Kyrgyzstan,2015,Chicken,tonnes,7997.0,6.1,7997000.0,48781700.0
37380,37380,Lao People's Democratic Republic,2015,Chicken,tonnes,26465.0,6.1,26465000.0,161436500.0
37409,37409,Latvia,2015,Chicken,tonnes,29523.0,6.1,29523000.0,180090300.0
37469,37469,Lebanon,2015,Chicken,tonnes,108558.0,6.1,108558000.0,662203800.0
37529,37529,Lesotho,2015,Chicken,tonnes,1760.0,6.1,1760000.0,10736000.0
37589,37589,Liberia,2015,Chicken,tonnes,12528.0,6.1,12528000.0,76420800.0
37649,37649,Libya,2015,Chicken,tonnes,118858.0,6.1,118858000.0,725033800.0
37678,37678,Lithuania,2015,Chicken,tonnes,105377.0,6.1,105377000.0,642799700.0
37699,37699,Luxembourg,2015,Chicken,tonnes,255.0,6.1,255000.0,1555500.0
37759,37759,Madagascar,2015,Chicken,tonnes,44072.0,6.1,44072000.0,268839200.0
37819,37819,Malawi,2015,Chicken,tonnes,98973.0,6.1,98973000.0,603735300.0
37879,37879,Malaysia,2015,Chicken,tonnes,1511442.0,6.1,1511442000.0,9219796200.0
37939,37939,Mali,2015,Chicken,tonnes,43075.0,6.1,43075000.0,262757500.0
37999,37999,Malta,2015,Chicken,tonnes,3913.0,6.1,3913000.0,23869300.0
38105,38105,Mauritania,2015,Chicken,tonnes,3925.0,6.1,3925000.0,23942500.0
38165,38165,Mauritius,2015,Chicken,tonnes,46400.0,6.1,46400000.0,283040000.0
38225,38225,Mexico,2015,Chicken,tonnes,2962337.0,6.1,2962337000.0,18070255700.0
38255,38255,Micronesia (Federated States of),2015,Chicken,tonnes,159.0,6.1,159000.0,969900.0
38315,38315,Mongolia,2015,Chicken,tonnes,237.0,6.1,237000.0,1445700.0
38330,38330,Montenegro,2015,Chicken,tonnes,3355.0,6.1,3355000.0,20465500.0
38390,38390,Morocco,2015,Chicken,tonnes,660000.0,6.1,660000000.0,4026000000.0
38450,38450,Mozambique,2015,Chicken,tonnes,75161.0,6.1,75161000.0,458482100.0
38510,38510,Myanmar,2015,Chicken,tonnes,1505000.0,6.1,1505000000.0,9180500000.0
38570,38570,Namibia,2015,Chicken,tonnes,10015.0,6.1,10015000.0,61091500.0
38630,38630,Nauru,2015,Chicken,tonnes,4.0,6.1,4000.0,24400.0
38690,38690,Nepal,2015,Chicken,tonnes,45458.0,6.1,45458000.0,277293800.0
38750,38750,Netherlands,2015,Chicken,tonnes,985710.0,6.1,985710000.0,6012831000.0
38810,38810,New Caledonia,2015,Chicken,tonnes,1035.0,6.1,1035000.0,6313500.0
38870,38870,New Zealand,2015,Chicken,tonnes,190621.0,6.1,190621000.0,1162788100.0
38930,38930,Nicaragua,2015,Chicken,tonnes,128927.0,6.1,128927000.0,786454700.0
38990,38990,Niger,2015,Chicken,tonnes,17643.0,6.1,17643000.0,107622300.0
39050,39050,Nigeria,2015,Chicken,tonnes,204416.0,6.1,204416000.0,1246937600.0
39110,39110,Niue,2015,Chicken,tonnes,23.0,6.1,23000.0,140300.0
39139,39139,North Macedonia,2015,Chicken,tonnes,1729.0,6.1,1729000.0,10546900.0
39199,39199,Norway,2015,Chicken,tonnes,80869.0,6.1,80869000.0,493300900.0
39259,39259,Oman,2015,Chicken,tonnes,6397.0,6.1,6397000.0,39021700.0
39319,39319,Pakistan,2015,Chicken,tonnes,1074000.0,6.1,1074000000.0,6551400000.0
39349,39349,Palestine,2015,Chicken,tonnes,36249.0,6.1,36249000.0,221118900.0
39409,39409,Panama,2015,Chicken,tonnes,179886.0,6.1,179886000.0,1097304600.0
39469,39469,Papua New Guinea,2015,Chicken,tonnes,6312.0,6.1,6312000.0,38503200.0
39529,39529,Paraguay,2015,Chicken,tonnes,61600.0,6.1,61600000.0,375760000.0
39589,39589,Peru,2015,Chicken,tonnes,1329855.0,6.1,1329855000.0,8112115500.0
39649,39649,Philippines,2015,Chicken,tonnes,1185914.0,6.1,1185914000.0,7234075400.0
39709,39709,Poland,2015,Chicken,tonnes,1465639.0,6.1,1465639000.0,8940397900.0
39769,39769,Portugal,2015,Chicken,tonnes,288387.0,6.1,288387000.0,1759160700.0
39829,39829,Puerto Rico,2015,Chicken,tonnes,33505.0,6.1,33505000.0,204380500.0
39889,39889,Qatar,2015,Chicken,tonnes,8527.0,6.1,8527000.0,52014700.0
39949,39949,Republic of Korea,2015,Chicken,tonnes,790000.0,6.1,790000000.0,4819000000.0
39978,39978,Republic of Moldova,2015,Chicken,tonnes,47049.0,6.1,47049000.0,286998900.0
40084,40084,Romania,2015,Chicken,tonnes,410783.0,6.1,410783000.0,2505776300.0
40112,40112,Russian Federation,2015,Chicken,tonnes,4087556.0,6.1,4087556000.0,24934091600.0
40172,40172,Rwanda,2015,Chicken,tonnes,16629.0,6.1,16629000.0,101436900.0
40232,40232,Saint Kitts and Nevis,2015,Chicken,tonnes,78.0,6.1,78000.0,475800.0
40292,40292,Saint Lucia,2015,Chicken,tonnes,1450.0,6.1,1450000.0,8845000.0
40352,40352,Saint Vincent and the Grenadines,2015,Chicken,tonnes,452.0,6.1,452000.0,2757200.0
40412,40412,Samoa,2015,Chicken,tonnes,485.0,6.1,485000.0,2958500.0
40472,40472,Sao Tome and Principe,2015,Chicken,tonnes,551.0,6.1,551000.0,3361100.0
40532,40532,Saudi Arabia,2015,Chicken,tonnes,550000.0,6.1,550000000.0,3355000000.0
40592,40592,Senegal,2015,Chicken,tonnes,76345.0,6.1,76345000.0,465704500.0
40607,40607,Serbia,2015,Chicken,tonnes,76243.0,6.1,76243000.0,465082300.0
40681,40681,Seychelles,2015,Chicken,tonnes,497.0,6.1,497000.0,3031700.0
40741,40741,Sierra Leone,2015,Chicken,tonnes,15300.0,6.1,15300000.0,93330000.0
40801,40801,Singapore,2015,Chicken,tonnes,77680.0,6.1,77680000.0,473848000.0
40829,40829,Slovakia,2015,Chicken,tonnes,57095.0,6.1,57095000.0,348279500.0
40857,40857,Slovenia,2015,Chicken,tonnes,53939.0,6.1,53939000.0,329027900.0
40917,40917,Solomon Islands,2015,Chicken,tonnes,282.0,6.1,282000.0,1720200.0
40977,40977,Somalia,2015,Chicken,tonnes,3787.0,6.1,3787000.0,23100700.0
41037,41037,South Africa,2015,Chicken,tonnes,1727000.0,6.1,1727000000.0,10534700000.0
41046,41046,South Sudan,2015,Chicken,tonnes,19989.0,6.1,19989000.0,121932900.0
41106,41106,Spain,2015,Chicken,tonnes,1203022.0,6.1,1203022000.0,7338434200.0
41166,41166,Sri Lanka,2015,Chicken,tonnes,164450.0,6.1,164450000.0,1003145000.0
41175,41175,Sudan,2015,Chicken,tonnes,60000.0,6.1,60000000.0,366000000.0
41286,41286,Suriname,2015,Chicken,tonnes,8876.0,6.1,8876000.0,54143600.0
41346,41346,Sweden,2015,Chicken,tonnes,145780.0,6.1,145780000.0,889258000.0
41406,41406,Switzerland,2015,Chicken,tonnes,85489.0,6.1,85489000.0,521482900.0
41466,41466,Syrian Arab Republic,2015,Chicken,tonnes,99000.0,6.1,99000000.0,603900000.0
41495,41495,Tajikistan,2015,Chicken,tonnes,1600.0,6.1,1600000.0,9760000.0
41555,41555,Thailand,2015,Chicken,tonnes,1629034.0,6.1,1629034000.0,9937107400.0
41615,41615,Timor-Leste,2015,Chicken,tonnes,922.0,6.1,922000.0,5624200.0
41675,41675,Togo,2015,Chicken,tonnes,34521.0,6.1,34521000.0,210578100.0
41735,41735,Tokelau,2015,Chicken,tonnes,5.0,6.1,5000.0,30500.0
41795,41795,Tonga,2015,Chicken,tonnes,289.0,6.1,289000.0,1762900.0
41855,41855,Trinidad and Tobago,2015,Chicken,tonnes,48562.0,6.1,48562000.0,296228200.0
41915,41915,Tunisia,2015,Chicken,tonnes,150000.0,6.1,150000000.0,915000000.0
41975,41975,Türkiye,2015,Chicken,tonnes,1909276.0,6.1,1909276000.0,11646583600.0
42004,42004,Turkmenistan,2015,Chicken,tonnes,20551.0,6.1,20551000.0,125361100.0
42064,42064,Tuvalu,2015,Chicken,tonnes,58.0,6.1,58000.0,353800.0
42124,42124,Uganda,2015,Chicken,tonnes,59408.0,6.1,59408000.0,362388800.0
42153,42153,Ukraine,2015,Chicken,tonnes,1143700.0,6.1,1143700000.0,6976570000.0
42213,42213,United Arab Emirates,2015,Chicken,tonnes,52863.0,6.1,52863000.0,322464300.0
42273,42273,United Kingdom of Great Britain and Northern Ireland,2015,Chicken,tonnes,1521000.0,6.1,1521000000.0,9278100000.0
42333,42333,United Republic of Tanzania,2015,Chicken,tonnes,99540.0,6.1,99540000.0,607194000.0
42393,42393,United States of America,2015,Chicken,tonnes,18402753.0,6.1,18402753000.0,112256793300.0
42453,42453,Uruguay,2015,Chicken,tonnes,36000.0,6.1,36000000.0,219600000.0
42513,42513,Uzbekistan,2015,Chicken,tonnes,52000.0,6.1,52000000.0,317200000.0
42573,42573,Vanuatu,2015,Chicken,tonnes,859.0,6.1,859000.0,5239900.0
42633,42633,Venezuela (Bolivarian Republic of),2015,Chicken,tonnes,815860.0,6.1,815860000.0,4976746000.0
42693,42693,Viet Nam,2015,Chicken,tonnes,700873.0,6.1,700873000.0,4275325300.0
42753,42753,Yemen,2015,Chicken,tonnes,176763.0,6.1,176763000.0,1078254300.0
42844,42844,Zambia,2015,Chicken,tonnes,46468.0,6.1,46468000.0,283454800.0
42904,42904,Zimbabwe,2015,Chicken,tonnes,60950.0,6.1,60950000.0,371795000.0
42964,42964,World,2015,Chicken,tonnes,103773808.0,6.1,103773808000.0,633020228800.0
43024,43024,Africa,2015,Chicken,tonnes,5460041.0,6.1,5460041000.0,33306250100.0
43084,43084,Eastern Africa,2015,Chicken,tonnes,696092.0,6.1,696092000.0,4246161200.0
43144,43144,Middle Africa,2015,Chicken,tonnes,151430.0,6.1,151430000.0,923723000.0
43204,43204,Northern Africa,2015,Chicken,tonnes,2275157.0,6.1,2275157000.0,13878457700.0
43264,43264,Southern Africa,2015,Chicken,tonnes,1748260.0,6.1,1748260000.0,10664386000.0
43324,43324,Western Africa,2015,Chicken,tonnes,589102.0,6.1,589102000.0,3593522200.0
43384,43384,Americas,2015,Chicken,tonnes,44463129.0,6.1,44463129000.0,271225086900.0
43444,43444,Northern America,2015,Chicken,tonnes,19539823.0,6.1,19539823000.0,119192920300.0
43504,43504,Central America,2015,Chicken,tonnes,3945598.0,6.1,3945598000.0,24068147800.0
43564,43564,Caribbean,2015,Chicken,tonnes,578853.0,6.1,578853000.0,3531003300.0
43624,43624,South America,2015,Chicken,tonnes,20398855.0,6.1,20398855000.0,124433015500.0
43684,43684,Asia,2015,Chicken,tonnes,35270894.0,6.1,35270894000.0,215152453400.0
43713,43713,Central Asia,2015,Chicken,tonnes,219072.0,6.1,219072000.0,1336339200.0
43773,43773,Eastern Asia,2015,Chicken,tonnes,15588860.0,6.1,15588860000.0,95092046000.0
43833,43833,Southern Asia,2015,Chicken,tonnes,6820079.0,6.1,6820079000.0,41602481900.0
43893,43893,South-eastern Asia,2015,Chicken,tonnes,8708499.0,6.1,8708499000.0,53121843900.0
43953,43953,Western Asia,2015,Chicken,tonnes,3934384.0,6.1,3934384000.0,23999742400.0
44013,44013,Europe,2015,Chicken,tonnes,17239196.0,6.1,17239196000.0,105159095600.0
44073,44073,Eastern Europe,2015,Chicken,tonnes,8198809.0,6.1,8198809000.0,50012734900.0
44133,44133,Northern Europe,2015,Chicken,tonnes,2254370.0,6.1,2254370000.0,13751657000.0
44193,44193,Southern Europe,2015,Chicken,tonnes,2965569.0,6.1,2965569000.0,18089970900.0
44253,44253,Western Europe,2015,Chicken,tonnes,3820448.0,6.1,3820448000.0,23304732800.0
44313,44313,Oceania,2015,Chicken,tonnes,1340548.0,6.1,1340548000.0,8177342800.0
44373,44373,Australia and New Zealand,2015,Chicken,tonnes,1306164.0,6.1,1306164000.0,7967600400.0
44433,44433,Melanesia,2015,Chicken,tonnes,31888.0,6.1,31888000.0,194516800.0
44493,44493,Micronesia,2015,Chicken,tonnes,1010.0,6.1,1010000.0,6161000.0
44553,44553,Polynesia,2015,Chicken,tonnes,1486.0,6.1,1486000.0,9064600.0
44613,44613,European Union (27),2015,Chicken,tonnes,9704003.0,6.1,9704003000.0,59194418300.0
44673,44673,Least Developed Countries,2015,Chicken,tonnes,2947280.0,6.1,2947280000.0,17978408000.0
44733,44733,Land Locked Developing Countries,2015,Chicken,tonnes,1555722.0,6.1,1555722000.0,9489904200.0
44793,44793,Small Island Developing States,2015,Chicken,tonnes,820684.0,6.1,820684000.0,5006172400.0
44853,44853,Low Income Food Deficit Countries,2015,Chicken,tonnes,5880934.0,6.1,5880934000.0,35873697400.0
44913,44913,Net Food Importing Developing Countries,2015,Chicken,tonnes,9338965.0,6.1,9338965000.0,56967686500.0
44973,44973,Afghanistan,2015,Goat,tonnes,47794.0,23.5,47794000.0,1123159000.0
45033,45033,Albania,2015,Goat,tonnes,9713.0,23.5,9713000.0,228255500.0
45093,45093,Algeria,2015,Goat,tonnes,19052.0,23.5,19052000.0,447722000.0
45153,45153,Angola,2015,Goat,tonnes,19289.0,23.5,19289000.0,453291500.0
45213,45213,Antigua and Barbuda,2015,Goat,tonnes,10.0,23.5,10000.0,235000.0
45273,45273,Argentina,2015,Goat,tonnes,8506.0,23.5,8506000.0,199891000.0
45302,45302,Armenia,2015,Goat,tonnes,47.0,23.5,47000.0,1104500.0
45362,45362,Australia,2015,Goat,tonnes,32285.0,23.5,32285000.0,758697500.0
45422,45422,Austria,2015,Goat,tonnes,647.0,23.5,647000.0,15204500.0
45482,45482,Bahamas,2015,Goat,tonnes,72.0,23.5,72000.0,1692000.0
45542,45542,Bahrain,2015,Goat,tonnes,212.0,23.5,212000.0,4982000.0
45602,45602,Bangladesh,2015,Goat,tonnes,207900.0,23.5,207900000.0,4885650000.0
45662,45662,Barbados,2015,Goat,tonnes,29.0,23.5,29000.0,681500.0
45683,45683,Belgium,2015,Goat,tonnes,194.0,23.5,194000.0,4559000.0
45743,45743,Belize,2015,Goat,tonnes,1.0,23.5,1000.0,23500.0
45803,45803,Benin,2015,Goat,tonnes,5649.0,23.5,5649000.0,132751500.0
45863,45863,Bhutan,2015,Goat,tonnes,170.0,23.5,170000.0,3995000.0
45923,45923,Bolivia (Plurinational State of),2015,Goat,tonnes,5852.0,23.5,5852000.0,137522000.0
45952,45952,Bosnia and Herzegovina,2015,Goat,tonnes,,23.5,,
46011,46011,Botswana,2015,Goat,tonnes,4000.0,23.5,4000000.0,94000000.0
46071,46071,Brazil,2015,Goat,tonnes,31167.0,23.5,31167000.0,732424500.0
46131,46131,Brunei Darussalam,2015,Goat,tonnes,28.0,23.5,28000.0,658000.0
46191,46191,Bulgaria,2015,Goat,tonnes,1770.0,23.5,1770000.0,41595000.0
46251,46251,Burkina Faso,2015,Goat,tonnes,33457.0,23.5,33457000.0,786239500.0
46311,46311,Burundi,2015,Goat,tonnes,4447.0,23.5,4447000.0,104504500.0
46371,46371,Cabo Verde,2015,Goat,tonnes,902.0,23.5,902000.0,21197000.0
